,District,PROPERTY Address,PROPERTY Boro-Block-Lot,PROPERTY Building Classification,PROPERTY Condo Section,PROPERTY Full Market Value,PROPERTY Gross Income per SqFt,PROPERTY Gross SqFt,PROPERTY Market Value per SqFt,PROPERTY Neighborhood,PROPERTY Total Units,PROPERTY Year Built,RENTAL 1 Address,RENTAL 1 Boro-Block-Lot,RENTAL 1 Building Classification,RENTAL 1 Full Market Value,RENTAL 1 Gross Income per SqFt,RENTAL 1 Gross SqFt,RENTAL 1 Market Value per SqFt,RENTAL 1 Neighborhood,RENTAL 1 Total Units,RENTAL 1 Year Built,Year
7691,Manhattan,988 5 AVENUE,1-01491-7502,R4-CONDOMINIUM,0035-R1,11527000,47.25,50888,226.52,UPPER EAST SIDE (79-96),13,1926,50 EAST 78 STREET,1-01392-0047,D6-ELEVATOR,15241000,50.71,52356,291.1,UPPER EAST SIDE (59-79),48,1936,2011
7692,Manhattan,45 EAST 80 STREET,1-01492-7501,R4-CONDOMINIUM,0531-R1,24668998,41.74,101117,243.96,UPPER EAST SIDE (79-96),50,1987,228 EAST 86 STREET,1-01531-0035,D7-ELEVATOR,19817000,42.71,81100,244.35,UPPER EAST SIDE (79-96),111,1986,2011
7693,Manhattan,1080 MADISON AVENUE,1-01493-7501,R4-CONDOMINIUM,0051-R1,9419308,42.6,50384,186.95,UPPER EAST SIDE (79-96),31,1981,128 EAST 85 STREET,1-01513-0059,D1-ELEVATOR,4795000,42.6,20736,231.24,UPPER EAST SIDE (79-96),35,1985,2011
7694,Manhattan,22 EAST 82 STREET,1-01493-7502,R4-CONDOMINIUM,0166-R1,3347001,33.26,18949,176.63,UPPER EAST SIDE (79-96),9,1900,105 EAST 88 STREET,1-01517-0006,D6-ELEVATOR,2075000,34.85,9950,208.54,UPPER EAST SIDE (79-96),12,1925,2011
7695,Manhattan,1082 MADISON AVENUE,1-01493-7503,R9-CONDOMINIUM,0180-R1,4274000,34.66,22751,187.86,UPPER EAST SIDE (79-96),17,1910,952 5 AVENUE,1-01391-0002,D9-ELEVATOR,9415000,38.89,41287,228.04,UPPER EAST SIDE (59-79),38,1923,2011
7696,Manhattan,944 PARK AVENUE,1-01493-7504,R4-CONDOMINIUM,0912-R1,9766998,36.34,52387,186.44,UPPER EAST SIDE (79-96),23,1929,1067 MADISON AVENUE,1-01492-0049,D6-ELEVATOR,12780000,40.39,60858,210,UPPER EAST SIDE (79-96),60,1955,2011
7697,Manhattan,1114 MADISON AVENUE,1-01495-7501,R9-CONDOMINIUM,0365-R1,20066000,43.36,83594,240.04,UPPER EAST SIDE (79-96),56,1938,1058 MADISON AVENUE,1-01492-0015,D6-ELEVATOR,26098000,45.6,104209,250.44,UPPER EAST SIDE (79-96),72,1938,2011
7698,Manhattan,30 EAST 85 STREET,1-01496-7501,R4-CONDOMINIUM,0444-R1,38529999,43.41,152249,253.07,UPPER EAST SIDE (79-96),92,1987,200 EAST 82 STREET,1-01527-0045,D6-ELEVATOR,53905000,46.05,205261,262.62,UPPER EAST SIDE (79-96),246,1980,2011
7699,Manhattan,1049 5 AVENUE,1-01497-7501,R4-CONDOMINIUM,0825-R1,36784000,47.34,140295,262.19,UPPER EAST SIDE (79-96),54,1928,1125 MADISON AVENUE,1-01496-0021,D6-ELEVATOR,25985000,41.12,113052,229.85,UPPER EAST SIDE (79-96),41,1922,2011
7700,Manhattan,1049 5 AVENUE,1-01497-7501,R4-CONDOMINIUM,0825-R2,875997,41.12,3812,229.8,UPPER EAST SIDE (79-96),12,1928,12 EAST 88 STREET,1-01499-0061,D9-ELEVATOR,19247000,40.94,87640,219.61,UPPER EAST SIDE (79-96),69,1931,2011
7701,Manhattan,55 EAST 86 STREET,1-01498-7501,R4-CONDOMINIUM,0164-R1,21966005,41.03,97767,224.68,UPPER EAST SIDE (79-96),46,1924,12 EAST 88 STREET,1-01499-0061,D9-ELEVATOR,19247000,40.94,87640,219.61,UPPER EAST SIDE (79-96),69,1931,2011
7702,Manhattan,60 EAST 88 STREET,1-01499-7501,R4-CONDOMINIUM,0343-R1,12753001,38.6,60288,211.53,UPPER EAST SIDE (79-96),18,1986,12 EAST 88 STREET,1-01499-0061,D9-ELEVATOR,19247000,40.94,87640,219.61,UPPER EAST SIDE (79-96),69,1931,2011
7703,Manhattan,1239 MADISON AVENUE,1-01501-7501,R9-CONDOMINIUM,0810-R1,69200000,28.36,487413,141.97,UPPER EAST SIDE (79-96),251,1969,1150 MADISON AVENUE,1-01497-0009,D6-ELEVATOR,76683000,31.33,472600,162.26,UPPER EAST SIDE (79-96),360,1923,2011
7704,Manhattan,47 EAST 91 STREET,1-01503-7501,R4-CONDOMINIUM,1389-R1,10453999,40.07,45847,228.02,UPPER EAST SIDE (79-96),10,1920,118 EAST 92 STREET,1-01520-0065,D1-ELEVATOR,3181000,43.32,12012,264.82,UPPER EAST SIDE (79-96),26,1910,2011
7705,Manhattan,55 EAST 93 STREET,1-01505-7501,R4-CONDOMINIUM,0028-R1,5009001,40.54,23232,215.61,UPPER EAST SIDE (79-96),29,1980,125 EAST 54 STREET,1-01309-0008,D9-ELEVATOR,15061000,48.22,56073,268.6,MIDTOWN CBD,66,1977,2011
7706,Manhattan,40 EAST 94 STREET,1-01505-7502,R4-CONDOMINIUM,0100-R1,63158009,40.42,299069,211.18,UPPER EAST SIDE (79-96),215,1984,1680 3 AVENUE,1-01523-0034,D6-ELEVATOR,51151000,40.42,242158,211.23,UPPER EAST SIDE (79-96),253,1980,2011
7707,Manhattan,14 EAST 96 STREET,1-01507-7501,R4-CONDOMINIUM,0232-R1,4686004,39.16,25633,182.81,UPPER EAST SIDE (79-96),17,1985,169 EAST 91 STREET,1-01520-0033,D1-ELEVATOR,7260000,39.16,33443,217.09,UPPER EAST SIDE (79-96),53,1985,2011
7708,Manhattan,1438 3 AVENUE,1-01510-7501,R4-CONDOMINIUM,1698-R1,31019963,43.41,138096,224.63,UPPER EAST SIDE (79-96),94,1985,200 EAST 82 STREET,1-01527-0045,D6-ELEVATOR,53905000,46.05,205261,262.62,UPPER EAST SIDE (79-96),246,1980,2011
7709,Manhattan,129 EAST 82 STREET,1-01511-7501,R9-CONDOMINIUM,0522-R1,8222000,34.24,48138,170.8,UPPER EAST SIDE (79-96),32,1916,334 EAST 79 STREET,1-01453-0035,D9-ELEVATOR,5365000,36.82,27124,197.8,UPPER EAST SIDE (59-79),46,1920,2011
7710,Manhattan,167 EAST 82 STREET,1-01511-7502,R4-CONDOMINIUM,2196-R1,4352534,34.85,62208,69.97,UPPER EAST SIDE (79-96),38,1929,155 EAST 88 STREET,1-01517-0025,D3-ELEVATOR,4697000,32.86,29000,161.97,UPPER EAST SIDE (79-96),50,1976,2011
7711,Manhattan,1474 3 AVENUE,1-01512-7502,R4-CONDOMINIUM,1824-R1,12900476,37.73,59931,215.26,UPPER EAST SIDE (79-96),30,1981,245 EAST 84 STREET,1-01530-0019,D7-ELEVATOR,11880000,32.74,69001,172.17,UPPER EAST SIDE (79-96),83,1986,2011
7712,Manhattan,171 EAST 84 STREET,1-01513-7501,R4-CONDOMINIUM,0318-R1,62412001,40.68,285668,218.48,UPPER EAST SIDE (79-96),219,1987,203 EAST 86 STREET,1-01532-0001,D7-ELEVATOR,64383000,48.14,256810,250.7,UPPER EAST SIDE (79-96),257,1986,2011
7713,Manhattan,150 EAST 85 STREET,1-01513-7502,R4-CONDOMINIUM,1308-R1,18040006,37.99,82637,218.3,UPPER EAST SIDE (79-96),102,1986,241 EAST 86 STREET,1-01532-0016,D6-ELEVATOR,22000000,40.76,104440,210.65,UPPER EAST SIDE (79-96),111,1989,2011
7714,Manhattan,120 EAST 86 STREET,1-01514-7501,R9-CONDOMINIUM,0611-R1,2837000,34.66,15101,187.87,UPPER EAST SIDE (79-96),16,1920,105 EAST 88 STREET,1-01517-0006,D6-ELEVATOR,2075000,34.85,9950,208.54,UPPER EAST SIDE (79-96),12,1925,2011
7715,Manhattan,150 EAST 86 STREET,1-01514-7502,RR-CONDOMINIUM,1918-R1,13681000,42.71,63040,217.02,UPPER EAST SIDE (79-96),21,2007,131 EAST 85 STREET,1-01514-0016,D7-ELEVATOR,6222000,44.46,23598,263.67,UPPER EAST SIDE (79-96),21,1985,2011
7716,Manhattan,150 EAST 86 STREET,1-01514-7502,R4-CONDOMINIUM,1918-R2,43170195,35.39,294700,146.49,UPPER EAST SIDE (79-96),98,2007,1482 3 AVENUE,1-01512-0040,D6-ELEVATOR,41329000,32.79,224000,184.5,UPPER EAST SIDE (79-96),185,1963,2011
7717,Manhattan,108 EAST 87 STREET,1-01515-7501,R4-CONDOMINIUM,0264-R1,10762001,34.43,60335,178.37,UPPER EAST SIDE (79-96),65,1939,1328 LEXINGTON AVENUE,1-01517-0058,D7-ELEVATOR,13484000,37.7,64344,209.56,UPPER EAST SIDE (79-96),60,1936,2011
7718,Manhattan,120 EAST 87 STREET,1-01515-7502,R4-CONDOMINIUM,0782-R1,78320012,48.14,346269,226.18,UPPER EAST SIDE (79-96),219,1981,203 EAST 86 STREET,1-01532-0001,D7-ELEVATOR,64383000,48.14,256810,250.7,UPPER EAST SIDE (79-96),257,1986,2011
7719,Manhattan,170 EAST 87 STREET,1-01515-7503,R4-CONDOMINIUM,0842-R1,87150002,45.69,343000,254.08,UPPER EAST SIDE (79-96),234,1991,203 EAST 86 STREET,1-01532-0001,D7-ELEVATOR,64383000,48.14,256810,250.7,UPPER EAST SIDE (79-96),257,1986,2011
7720,Manhattan,153 EAST 87 STREET,1-01516-7501,R4-CONDOMINIUM,0422-R1,8567001,34.24,50156,170.81,UPPER EAST SIDE (79-96),42,1928,172 EAST 91 STREET,1-01519-0040,D7-ELEVATOR,5342000,31.66,35200,151.76,UPPER EAST SIDE (79-96),44,1900,2011
7721,Manhattan,115 EAST 87 STREET,1-01516-7502,R9-CONDOMINIUM,1260-R1,50097000,32.79,295573,169.49,UPPER EAST SIDE (79-96),198,1972,203 EAST 86 STREET,1-01532-0001,D7-ELEVATOR,64383000,48.14,256810,250.7,UPPER EAST SIDE (79-96),257,1986,2011
7722,Manhattan,111 EAST 88 STREET,1-01517-7501,R4-CONDOMINIUM,0454-R1,12274002,36.25,71863,170.8,UPPER EAST SIDE (79-96),59,1929,1329 LEXINGTON AVENUE,1-01517-0050,D6-ELEVATOR,19103000,42.38,80351,237.74,UPPER EAST SIDE (79-96),98,1929,2011
7723,Manhattan,1354 LEXINGTON AVENUE,1-01518-7501,R4-CONDOMINIUM,0170-R1,16107997,36.42,88510,181.99,UPPER EAST SIDE (79-96),104,1962,1227 MADISON AVENUE,1-01500-0053,D6-ELEVATOR,30470000,47.25,117340,259.67,UPPER EAST SIDE (79-96),111,1958,2011
7724,Manhattan,181 EAST 90 STREET,1-01519-7501,R4-CONDOMINIUM,1358-R1,44424998,37.98,199437,222.75,UPPER EAST SIDE (79-96),94,2003,1533 3 AVENUE,1-01532-0004,D6-ELEVATOR,40700000,37.98,222000,183.33,UPPER EAST SIDE (79-96),179,1991,2011
7725,Manhattan,134 EAST 93 STREET,1-01521-7501,R4-CONDOMINIUM,0742-R1,9348997,39.16,43060,217.12,UPPER EAST SIDE (79-96),30,1989,131 EAST 85 STREET,1-01514-0016,D7-ELEVATOR,6222000,44.46,23598,263.67,UPPER EAST SIDE (79-96),21,1985,2011
7726,Manhattan,1235 PARK AVENUE,1-01524-7501,R4-CONDOMINIUM,0526-R1,15758001,37.78,95534,164.95,UPPER EAST SIDE (79-96),59,1928,1329 LEXINGTON AVENUE,1-01517-0050,D6-ELEVATOR,19103000,42.38,80351,237.74,UPPER EAST SIDE (79-96),98,1929,2011
7727,Manhattan,108 EAST 96 STREET,1-01524-7502,R9-CONDOMINIUM,0929-R1,21687000,40,104951,206.64,UPPER EAST SIDE (79-96),112,1985,241 EAST 86 STREET,1-01532-0016,D6-ELEVATOR,22000000,40.76,104440,210.65,UPPER EAST SIDE (79-96),111,1989,2011
7728,Manhattan,201 EAST 80 STREET,1-01526-7501,R4-CONDOMINIUM,0895-R1,44901001,43.28,194747,230.56,UPPER EAST SIDE (79-96),100,1926,945 5 AVENUE,1-01390-0067,D6-ELEVATOR,44249000,44.27,188810,234.36,UPPER EAST SIDE (59-79),110,1949,2011
7729,Manhattan,215 EAST 80 STREET,1-01526-7502,R4-CONDOMINIUM,1242-R1,29724994,32.79,175375,169.49,UPPER EAST SIDE (79-96),147,1963,1571 2 AVENUE,1-01527-0028,D6-ELEVATOR,27602000,26.4,189612,145.57,UPPER EAST SIDE (79-96),182,1963,2011
7730,Manhattan,1441 3 AVENUE,1-01527-7501,R4-CONDOMINIUM,0172-R1,18810027,37.99,99039,189.93,UPPER EAST SIDE (79-96),61,1985,241 EAST 86 STREET,1-01532-0016,D6-ELEVATOR,22000000,40.76,104440,210.65,UPPER EAST SIDE (79-96),111,1989,2011
7731,Manhattan,215 EAST 81 STREET,1-01527-7502,R4-CONDOMINIUM,1886-R1,5243001,33.86,28559,183.58,UPPER EAST SIDE (79-96),40,1974,155 EAST 88 STREET,1-01517-0025,D3-ELEVATOR,4697000,32.86,29000,161.97,UPPER EAST SIDE (79-96),50,1976,2011
7732,Manhattan,205 EAST 85 STREET,1-01531-7501,R4-CONDOMINIUM,1975-R1,60519001,39.33,274377,220.57,UPPER EAST SIDE (79-96),165,2007,1533 3 AVENUE,1-01532-0004,D6-ELEVATOR,40700000,37.98,222000,183.33,UPPER EAST SIDE (79-96),179,1991,2011
7733,Manhattan,225 EAST 86 STREET,1-01532-7501,R4-CONDOMINIUM,0706-R1,12429999,35.44,59228,209.87,UPPER EAST SIDE (79-96),60,1981,245 EAST 84 STREET,1-01530-0019,D7-ELEVATOR,11880000,32.74,69001,172.17,UPPER EAST SIDE (79-96),83,1986,2011
7734,Manhattan,200 EAST 89 STREET,1-01534-7501,R4-CONDOMINIUM,0404-R1,49642005,40.42,235069,211.18,UPPER EAST SIDE (79-96),253,1987,1533 3 AVENUE,1-01532-0004,D6-ELEVATOR,40700000,37.98,222000,183.33,UPPER EAST SIDE (79-96),179,1991,2011
7735,Manhattan,237 EAST 88 STREET,1-01534-7502,R2-CONDOMINIUM,1738-R1,1806999,42.64,8600,210.12,UPPER EAST SIDE (79-96),19,1920,229 EAST 89 STREET,1-01535-0018,C4-WALK-UP,2674000,46.39,10465,255.52,UPPER EAST SIDE (79-96),20,1920,2011
7737,Manhattan,1601 3 AVENUE,1-01536-7501,R4-CONDOMINIUM,1277-R1,295182007,37.42,1496819,197.21,UPPER EAST SIDE (79-96),1258,1975,1695 3 AVENUE,1-01541-0001,D6-ELEVATOR,69475000,38.55,329850,210.63,UPPER EAST SIDE (79-96),387,1985,2011
7738,Manhattan,1801 2 AVENUE,1-01539-7501,R4-CONDOMINIUM,0234-R1,70234998,34.15,391767,179.28,UPPER EAST SIDE (79-96),290,1985,1849 2 AVENUE,1-01541-0021,D6-ELEVATOR,184222000,36.28,968264,190.26,UPPER EAST SIDE (79-96),1097,1986,2011
7739,Manhattan,206 EAST 95 STREET,1-01540-7501,R4-CONDOMINIUM,1767-R1,9350000,39.16,43065,217.11,UPPER EAST SIDE (79-96),43,1989,317 EAST 91 STREET,1-01554-0011,D1-ELEVATOR,3425000,36.25,20134,170.11,UPPER EAST SIDE (79-96),35,1987,2011
7740,Manhattan,212 EAST 95 STREET,1-01540-7502,R4-CONDOMINIUM,1943-R1,8082999,40.54,37488,215.62,UPPER EAST SIDE (79-96),22,2007,125 EAST 54 STREET,1-01309-0008,D9-ELEVATOR,15061000,48.22,56073,268.6,MIDTOWN CBD,66,1977,2011
7741,Manhattan,345 EAST 80 STREET,1-01543-7501,R4-CONDOMINIUM,0726-R1,63448001,37.33,331552,191.37,UPPER EAST SIDE (79-96),328,1973,1520 YORK AVENUE,1-01577-0001,D6-ELEVATOR,69387000,43.82,281902,246.14,UPPER EAST SIDE (79-96),272,1972,2011
7742,Manhattan,350 EAST 82 STREET,1-01544-7501,R4-CONDOMINIUM,1586-R1,51833004,42.02,213419,242.87,UPPER EAST SIDE (79-96),149,1998,200 EAST 82 STREET,1-01527-0045,D6-ELEVATOR,53905000,46.05,205261,262.62,UPPER EAST SIDE (79-96),246,1980,2011
7743,Manhattan,1628 2 AVENUE,1-01547-7501,R4-CONDOMINIUM,1346-R1,1488001,34.66,7921,187.86,UPPER EAST SIDE (79-96),14,1915,334 EAST 79 STREET,1-01453-0035,D9-ELEVATOR,5365000,36.82,27124,197.8,UPPER EAST SIDE (59-79),46,1920,2011
7744,Manhattan,320 EAST 86 STREET,1-01548-7501,R9-CONDOMINIUM,0585-R1,3458000,37.02,16350,211.5,UPPER EAST SIDE (79-96),27,1925,340 EAST 86 STREET,1-01548-0035,C7-WALK-UP,2263000,35.72,11844,191.07,UPPER EAST SIDE (79-96),18,1920,2011
7745,Manhattan,305 EAST 85 STREET,1-01548-7502,R4-CONDOMINIUM,2032-R1,24825001,40.35,106286,233.57,UPPER EAST SIDE (79-96),59,2008,228 EAST 86 STREET,1-01531-0035,D7-ELEVATOR,19817000,42.71,81100,244.35,UPPER EAST SIDE (79-96),111,1986,2011
7746,Manhattan,360 EAST 88 STREET,1-01550-7501,R4-CONDOMINIUM,0768-R1,62770002,42.56,273330,229.65,UPPER EAST SIDE (79-96),163,1988,203 EAST 86 STREET,1-01532-0001,D7-ELEVATOR,64383000,48.14,256810,250.7,UPPER EAST SIDE (79-96),257,1986,2011
7747,Manhattan,348 EAST 89 STREET,1-01551-7501,R2-CONDOMINIUM,0500-R1,1628001,34.89,8345,195.09,UPPER EAST SIDE (79-96),14,1915,325 EAST 88 STREET,1-01551-0015,C7-WALK-UP,1799000,35.45,9390,191.59,UPPER EAST SIDE (79-96),21,1930,2011
7748,Manhattan,1724 2 AVENUE,1-01552-7501,R4-CONDOMINIUM,0322-R1,2590998,34.66,13796,187.81,UPPER EAST SIDE (79-96),26,1910,121 EAST 90 STREET,1-01519-0011,D9-ELEVATOR,1676000,34.47,9530,175.87,UPPER EAST SIDE (79-96),20,1923,2011
7749,Manhattan,1730 2 AVENUE,1-01552-7502,R4-CONDOMINIUM,0507-R1,5518001,40.54,25593,215.61,UPPER EAST SIDE (79-96),31,1987,155 EAST 88 STREET,1-01517-0025,D3-ELEVATOR,4697000,32.86,29000,161.97,UPPER EAST SIDE (79-96),50,1976,2011
7750,Manhattan,1760 2 AVENUE,1-01554-7501,R4-CONDOMINIUM,2006-R1,40501003,37.98,181821,222.75,UPPER EAST SIDE (79-96),154,2000,1749 1 AVENUE,1-01553-0027,D6-ELEVATOR,29469000,36.9,164384,179.27,UPPER EAST SIDE (79-96),165,2002,2011
7751,Manhattan,1776 2 AVENUE,1-01555-7501,R4-CONDOMINIUM,0524-R1,49801996,40.27,220209,226.16,UPPER EAST SIDE (79-96),221,1987,1533 3 AVENUE,1-01532-0004,D6-ELEVATOR,40700000,37.98,222000,183.33,UPPER EAST SIDE (79-96),179,1991,2011
7752,Manhattan,1838 2 AVENUE,1-01557-7501,R4-CONDOMINIUM,0483-R1,3784001,40.54,17550,215.61,UPPER EAST SIDE (79-96),18,1987,155 EAST 88 STREET,1-01517-0025,D3-ELEVATOR,4697000,32.86,29000,161.97,UPPER EAST SIDE (79-96),50,1976,2011
7753,Manhattan,301 EAST 94 STREET,1-01557-7502,R4-CONDOMINIUM,0752-R1,13937004,32.62,117992,118.12,UPPER EAST SIDE (79-96),108,1989,345 EAST 94 STREET,1-01557-0025,D7-ELEVATOR,32368000,29.97,207037,156.34,UPPER EAST SIDE (79-96),212,1998,2011
7754,Manhattan,450 EAST 83 STREET,1-01562-7501,R4-CONDOMINIUM,1539-R1,39226998,39.03,180466,217.37,UPPER EAST SIDE (79-96),120,2005,200 EAST 82 STREET,1-01527-0045,D6-ELEVATOR,53905000,46.05,205261,262.62,UPPER EAST SIDE (79-96),246,1980,2011
7755,Manhattan,401 EAST 84 STREET,1-01564-7502,R4-CONDOMINIUM,0396-R1,25802995,41.74,105768,243.96,UPPER EAST SIDE (79-96),88,1986,241 EAST 86 STREET,1-01532-0016,D6-ELEVATOR,22000000,40.76,104440,210.65,UPPER EAST SIDE (79-96),111,1989,2011
7756,Manhattan,420 EAST 86 STREET,1-01565-7501,R4-CONDOMINIUM,0942-R1,9120001,33.26,51750,176.23,UPPER EAST SIDE (79-96),45,1935,334 EAST 79 STREET,1-01453-0035,D9-ELEVATOR,5365000,36.82,27124,197.8,UPPER EAST SIDE (59-79),46,1920,2011
7757,Manhattan,455 EAST 86 STREET,1-01566-7501,R4-CONDOMINIUM,0440-R1,39020997,39.37,167332,233.2,UPPER EAST SIDE (79-96),142,1986,241 EAST 86 STREET,1-01532-0016,D6-ELEVATOR,22000000,40.76,104440,210.65,UPPER EAST SIDE (79-96),111,1989,2011
7758,Manhattan,402 EAST 90 STREET,1-01569-7501,R4-CONDOMINIUM,0117-R1,19479000,34.7,109500,177.89,UPPER EAST SIDE (79-96),82,1910,1327 LEXINGTON AVENUE,1-01517-0020,D6-ELEVATOR,10241000,27.02,87192,117.45,UPPER EAST SIDE (79-96),97,1927,2011
7759,Manhattan,401 EAST 89 STREET,1-01569-7502,R4-CONDOMINIUM,0605-R1,28420997,30.55,163567,173.76,UPPER EAST SIDE (79-96),197,1963,1658 YORK AVENUE,1-01584-0001,D7-ELEVATOR,37774000,35.48,202322,186.7,UPPER EAST SIDE (79-96),180,1963,2011
7760,Manhattan,400 EAST 90 STREET,1-01569-7503,R4-CONDOMINIUM,1701-R1,22791005,36.39,112798,202.05,UPPER EAST SIDE (79-96),128,1999,1749 1 AVENUE,1-01553-0027,D6-ELEVATOR,29469000,36.9,164384,179.27,UPPER EAST SIDE (79-96),165,2002,2011
7761,Manhattan,510 EAST 80 STREET,1-01576-7501,R4-CONDOMINIUM,0277-R1,14956004,33.83,81223,184.14,UPPER EAST SIDE (79-96),91,1986,449 EAST 83 STREET,1-01563-0020,D7-ELEVATOR,8790000,32.43,53130,165.44,UPPER EAST SIDE (79-96),74,1985,2011
7762,Manhattan,520 EAST 81 STREET,1-01577-7501,R4-CONDOMINIUM,0033-R1,16141004,31.06,103108,156.54,UPPER EAST SIDE (79-96),163,1964,85 EAST END AVENUE,1-01590-0036,D6-ELEVATOR,19003000,26.76,169386,112.19,UPPER EAST SIDE (79-96),175,1951,2011
7763,Manhattan,525 EAST 80 STREET,1-01577-7502,R4-CONDOMINIUM,0045-R1,28396000,37.17,137403,206.66,UPPER EAST SIDE (79-96),68,1981,420 EAST 80 STREET,1-01559-0033,D6-ELEVATOR,20032000,31.05,137238,145.97,UPPER EAST SIDE (79-96),157,1961,2011
7764,Manhattan,507 EAST 80 STREET,1-01577-7503,R4-CONDOMINIUM,0207-R1,3813999,34.85,18290,208.53,UPPER EAST SIDE (79-96),16,1925,334 EAST 79 STREET,1-01453-0035,D9-ELEVATOR,5365000,36.82,27124,197.8,UPPER EAST SIDE (59-79),46,1920,2011
7765,Manhattan,52 EAST END AVENUE,1-01578-7501,R4-CONDOMINIUM,0517-R1,24397008,37.17,118052,206.66,UPPER EAST SIDE (79-96),82,1988,241 EAST 86 STREET,1-01532-0016,D6-ELEVATOR,22000000,40.76,104440,210.65,UPPER EAST SIDE (79-96),111,1989,2011
7766,Manhattan,48 EAST END AVENUE,1-01578-7502,R4-CONDOMINIUM,1481-R1,2688006,34.85,12888,208.57,UPPER EAST SIDE (79-96),32,1910,334 EAST 79 STREET,1-01453-0035,D9-ELEVATOR,5365000,36.82,27124,197.8,UPPER EAST SIDE (59-79),46,1920,2011
7767,Manhattan,90 EAST END AVENUE,1-01580-7501,R4-CONDOMINIUM,1130-R1,28159988,41.74,119396,235.85,UPPER EAST SIDE (79-96),40,1999,228 EAST 86 STREET,1-01531-0035,D7-ELEVATOR,19817000,42.71,81100,244.35,UPPER EAST SIDE (79-96),111,1986,2011
7768,Manhattan,170 EAST END AVENUE,1-01584-7501,R4-CONDOMINIUM,1837-R1,60619993,42.56,268404,225.85,UPPER EAST SIDE (79-96),97,2005,1731 YORK AVENUE,1-01570-0021,D7-ELEVATOR,64286000,42.56,279945,229.64,UPPER EAST SIDE (79-96),267,1986,2011
7769,Manhattan,1400 5 AVENUE,1-01599-7501,R4-CONDOMINIUM,1359-R1,15564004,23.71,163480,95.2,HARLEM-CENTRAL,129,2003,2177 FRED DOUGLASS BOULEV,1-01944-0036,D9-ELEVATOR,3795000,28.04,54779,69.28,HARLEM-CENTRAL,80,1989,2011
7770,Manhattan,40 WEST 116 STREET,1-01599-7502,R4-CONDOMINIUM,1735-R1,37619038,23.71,395140,95.2,HARLEM-CENTRAL,248,2006,2177 FRED DOUGLASS BOULEV,1-01944-0036,D9-ELEVATOR,3795000,28.04,54779,69.28,HARLEM-CENTRAL,80,1989,2011
7771,Manhattan,130 LENOX AVENUE,1-01600-7501,R9-CONDOMINIUM,1073-R1,29210000,23.31,312016,93.62,HARLEM-CENTRAL,240,1999,1760 MADISON AVENUE,1-01621-0014,D3-ELEVATOR,5535000,24.15,77000,71.88,HARLEM-EAST,84,1985,2011
7772,Manhattan,65 EAST 96 STREET,1-01602-7501,R4-CONDOMINIUM,1167-R1,21611000,37.61,108700,198.81,UPPER EAST SIDE (96-110),60,1924,1160 5 AVENUE,1-01603-0001,D7-ELEVATOR,27399000,54.29,90349,303.26,UPPER EAST SIDE (96-110),82,1925,2011
7773,Manhattan,21 EAST 96 STREET,1-01602-7502,R4-CONDOMINIUM,1528-R1,4894993,29.6,29100,168.21,UPPER EAST SIDE (96-110),9,2005,6 EAST 97 STREET,1-01602-0066,D1-ELEVATOR,2025000,27.41,14952,135.43,UPPER EAST SIDE (96-110),24,1930,2011
7774,Manhattan,1200 5 AVENUE,1-01607-7501,R4-CONDOMINIUM,1669-R1,22660019,37.61,120464,188.11,UPPER EAST SIDE (96-110),51,1928,1212 5 AVENUE,1-01607-0069,D6-ELEVATOR,24045000,37.61,120942,198.81,UPPER EAST SIDE (96-110),72,1925,2011
7775,Manhattan,1255 5 AVENUE,1-01613-7501,R4-CONDOMINIUM,0267-R1,9088000,31.66,63284,143.61,UPPER EAST SIDE (96-110),59,1925,334 EAST 79 STREET,1-01453-0035,D9-ELEVATOR,5365000,36.82,27124,197.8,UPPER EAST SIDE (59-79),46,1920,2011
7776,Manhattan,1630 MADISON AVENUE,1-01614-7501,R4-CONDOMINIUM,1285-R1,1070999,30.45,7742,138.34,UPPER EAST SIDE (96-110),11,2003,202 WEST 141 STREET,1-02026-0033,D1-ELEVATOR,3765000,47.63,28351,132.8,HARLEM-CENTRAL,69,1992,2011
7777,Manhattan,1405 5 AVENUE,1-01621-7501,RR-CONDOMINIUM,1993-R1,909000,15.73,17666,51.45,HARLEM-EAST,17,2007,1460 5 AVENUE,1-01717-0033,D3-ELEVATOR,3255000,15.15,79352,41.02,HARLEM-CENTRAL,110,1998,2011
7778,Manhattan,1405 5 AVENUE,1-01621-7501,RR-CONDOMINIUM,1993-R2,4343000,17.26,71948,60.36,HARLEM-EAST,63,2007,1460 5 AVENUE,1-01717-0033,D3-ELEVATOR,3255000,15.15,79352,41.02,HARLEM-CENTRAL,110,1998,2011
7779,Manhattan,55 EAST 115 STREET,1-01621-7502,RR-CONDOMINIUM,2095-R1,1443453,28.81,43516,33.17,HARLEM-EAST,55,2009,109 EAST 102 STREET,1-01630-0005,D3-ELEVATOR,5398000,29.6,30129,179.16,HARLEM-EAST,45,2003,2011
7780,Manhattan,1787 MADISON AVENUE,1-01623-7501,R9-CONDOMINIUM,1322-R1,16007000,30.55,109646,145.99,HARLEM-EAST,152,2003,1501 LEXINGTON AVENUE,1-01624-0045,D6-ELEVATOR,27552000,40,133370,206.58,HARLEM-EAST,161,2001,2011
